Message,Category
Visit our store: https://www.airtel.in/recharge for more details,Promotional
Exclusive deals available here: https://www.myntra.com,Promotional
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam
Upgrade your plan today: https://www.airtel.in/recharge,Promotional
You've won a prize! Claim now: https://login-now-security.xyz,Spam
Your OTP is 732174. Do not share it with anyone.,Transactional
Your package is waiting. Pay delivery fees at https://winfreecash.com,Spam
Don't miss out! Sale ends soon at https://trip.com,Promotional
Your booking is confirmed. View details: https://trip.com,Transactional
Confirm your payment details: https://iphone14winner.com,Spam
Final notice. Update your info: https://netflix-support.com,Spam
Your package is waiting. Pay delivery fees at https://secure-update.cards,Spam
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Earn money fast! Start today: https://winfreecash.com,Spam
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional
Your dream vacation awaits! Book at https://cleartrip.com,Promotional
Visit our store: https://trip.com for more details,Promotional
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional
Confirm your payment details: https://fakewebsite.com,Spam
Find your perfect gift at https://merchant-site.com/receipt,Promotional
Invoice for your order is available here: https://amazon.in/sale,Transactional
Track your shipment here: https://www.myntra.com,Transactional
Invoice for your order is available here: https://trip.com,Transactional
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam
Get free recharge. Click here: https://netflix-support.com,Spam
You've won a prize! Claim now: https://secure-update.cards,Spam
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Thanks for your purchase. View invoice: https://www.myntra.com,Transactional
Click here to win an iPhone: https://login-now-security.xyz,Spam
Your booking is confirmed. View details: https://www.airtel.in/recharge,Transactional
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional
Get free recharge. Click here: https://verify-now.online,Spam
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional
Thanks for your purchase. View invoice: https://bluedart.com/track,Transactional
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Final notice. Update your info: https://urgentupdate.co,Spam
You've won a prize! Claim now: https://urgentupdate.co,Spam
Track your shipment here: https://www.myntra.com,Transactional
Invoice for your order is available here: https://trip.com,Transactional
Earn money fast! Start today: https://urgentupdate.co,Spam
"Login successful from new device. If not you, visit https://www.officialstore.com",Transactional
Reset your password now at https://netflix-support.com,Spam
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam
Reset your password now at https://urgentupdate.co,Spam
Your dream vacation awaits! Book at https://trip.com,Promotional
Limited time offer! Visit https://trip.com to grab your discount,Promotional
Your payment of ₹3491 was successful.,Transactional
Exclusive deals available here: https://www.myntra.com,Promotional
Upgrade your plan today: https://www.airtel.in/recharge,Promotional
Check out our latest deals at https://merchant-site.com/receipt,Promotional
Invoice for your order is available here: https://bluedart.com/track,Transactional
Exclusive deals available here: https://secure.bankportal.in/login,Promotional
Track your shipment here: https://www.officialstore.com,Transactional
Find your perfect gift at https://cleartrip.com,Promotional
You've won a prize! Claim now: https://fakewebsite.com,Spam
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Your transaction ID is TXN832485. Please keep it for your records.,Transactional
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional
Confirm your payment details: https://iphone14winner.com,Spam
You've won a prize! Claim now: https://secure-update.cards,Spam
Check out our latest deals at https://amazon.in/sale,Promotional
Upgrade your plan today: https://merchant-site.com/receipt,Promotional
Reset your password now at https://get-rich-fast.biz,Spam
Introducing our new range. Learn more: https://cleartrip.com,Promotional
Your payment of ₹7087 was successful.,Transactional
Final notice. Update your info: https://secure-update.cards,Spam
Enjoy 30% off on all products. Shop now at https://flipkart.com/deals,Promotional
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional
Check out our latest deals at https://www.officialstore.com,Promotional
You're selected! Redeem your reward at https://netflix-support.com,Spam
"Login successful from new device. If not you, visit https://www.officialstore.com",Transactional
Your booking is confirmed. View details: https://merchant-site.com/receipt,Transactional
Your package with tracking ID 464022 has been shipped.,Transactional
Find your perfect gift at https://merchant-site.com/receipt,Promotional
Exclusive deals available here: https://amazon.in/sale,Promotional
You're selected! Redeem your reward at https://winfreecash.com,Spam
Introducing our new range. Learn more: https://www.myntra.com,Promotional
You're selected! Redeem your reward at https://verify-now.online,Spam
Earn money fast! Start today: https://secure-update.cards,Spam
Upgrade your plan today: https://trip.com,Promotional
Your OTP is 513822. Do not share it with anyone.,Transactional
Get free recharge. Click here: https://verify-now.online,Spam
Your OTP is 545423. Do not share it with anyone.,Transactional
Upgrade your plan today: https://bluedart.com/track,Promotional
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional
Your OTP is 346991. Do not share it with anyone.,Transactional
Check out our latest deals at https://www.myntra.com,Promotional
Final notice. Update your info: https://iphone14winner.com,Spam
Earn money fast! Start today: https://get-rich-fast.biz,Spam
You have successfully logged into your account.,Transactional
Don't miss out! Sale ends soon at https://cleartrip.com,Promotional
Earn money fast! Start today: https://netflix-support.com,Spam
Click here to win an iPhone: https://iphone14winner.com,Spam
You've won a prize! Claim now: https://secure-update.cards,Spam
Click here to win an iPhone: https://fakewebsite.com,Spam
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Check out our latest deals at https://www.myntra.com,Promotional
You've won a prize! Claim now: https://login-now-security.xyz,Spam
Click here to win an iPhone: https://netflix-support.com,Spam
You have successfully logged into your account.,Transactional
Your package is waiting. Pay delivery fees at https://verify-now.online,Spam
Track your shipment here: https://secure.bankportal.in/login,Transactional
Track your shipment here: https://www.myntra.com,Transactional
You've won a prize! Claim now: https://urgentupdate.co,Spam
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional
You've won a prize! Claim now: https://winfreecash.com,Spam
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Exclusive deals available here: https://www.officialstore.com,Promotional
Find your perfect gift at https://bluedart.com/track,Promotional
Thanks for your purchase. View invoice: https://cleartrip.com,Transactional
Earn money fast! Start today: https://winfreecash.com,Spam
Enjoy 30% off on all products. Shop now at https://secure.bankportal.in/login,Promotional
Reset your password now at https://iphone14winner.com,Spam
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam
